,PCA 1,PCA 2,PCA 3,PCA 4,PCA 5,PCA 6,PCA 7,PCA 8,PCA 9,PCA 10,Cluster
0,0.038583639869926835,-0.012648626099054991,-0.05795965146964502,0.1073368408561622,-0.12992141548799482,0.11583748662603607,0.05206930077466657,-0.03301194932716707,0.005140987975846585,-0.020033804999774935,5
1,0.07696561547627574,0.31234842156446424,0.12116099029828997,0.055119346691623,0.02740176990408565,-0.0830210902653593,-0.012022259534539767,0.06847116953258672,-0.07311736151207385,-0.008929447850925086,10
2,0.07455611632637399,0.018530969185541684,0.13579688329244344,-0.003306597123552567,0.12505645011453762,0.021222865259459288,0.03280600719002652,0.09655946311829362,0.08575150881277087,-0.039806662784541154,8
3,-0.046300198619144764,0.02872136193364301,-0.09420132717939618,0.01650709937464304,0.02477528331699839,0.00339750173365442,-0.03188567803451679,0.10976404632751091,-0.0757241118369498,0.019145739828434184,13
4,-0.03547389574660191,-0.032461114853041345,-0.05848995241197369,-0.024173300086409995,0.03723729506042015,0.025596760909373795,-0.1418123855047197,0.049961469699088434,-0.09389466867688052,-0.11720895582198144,13
5,0.04404400519460579,-0.16110841323908712,0.05039689724126318,-0.1891277157129537,0.10290645288336317,0.12494899768874419,-0.0332238128560287,-0.027123870664155263,-0.0017580209257619993,0.1328743599087122,12
6,0.0890934677494146,-0.16285591409145123,0.21991248980275357,0.049690351411799026,-0.04603545158525764,0.06687792124486211,-0.06048240781114306,-0.05374992162471434,-0.06901813088341044,0.04687479126172309,15
7,0.08054720900224298,-0.007408584635123695,0.10430520728178382,0.15248054444874867,0.1870298463106493,-0.06605024316310637,0.10082522858634323,0.03861233916061811,0.034950919941519214,-0.06058860283060238,1
8,0.0661450126186729,0.3237411282269023,0.1502748510571159,0.03773909728192977,0.02066867900783569,-0.06826785852270138,0.007245420774290802,0.07711672784214746,-0.07086276943839326,-0.0055407114691132684,10
9,0.028449991335484096,0.028056161114631852,-0.08808512999883719,-0.05132394724181207,-0.14679351351032524,-0.14843928002369117,0.11493933170616241,0.027191505686328152,-0.04088308609453467,-0.06137025203453081,2
10,0.015935787484859815,0.006452018484924893,-0.040926270124391706,-0.18650857790944556,0.08190114436499611,0.08798792971318822,0.10022526333309592,-0.07263698843858778,0.0037597886276316723,0.11405247156459294,4
11,0.045682265154415105,-0.007704479703968036,0.03364833682741744,-0.11423161074177836,-0.16875799751700543,-0.0036293644025497994,-0.07218433542920082,-0.0739985097762015,-0.027567274687425463,-0.057941288061498494,6
12,0.08296505021401851,-0.00747024936686601,0.1102533922778213,0.14701818761026708,0.18323295953863744,-0.05481888767859577,0.10353718056567617,0.03705676683429589,0.03684604279470566,-0.0647473887725734,1
13,-0.05239330402351391,0.06857042925157342,-0.2365334383889244,0.14973462493236958,-0.05525133696260384,0.10864835596814193,-0.03251012716122022,0.022759560302693514,0.06392966310679883,-0.008062162370923104,5
14,-0.00013586917359689063,0.034714687811895975,0.05824712450494853,0.050895460695527826,0.03390564492261467,-0.12119813665618523,-0.0521495323675131,-0.21265977464810734,-0.029417864038138602,-0.0453313964500928,14
15,-0.023111135749798027,-0.15572068712591772,-0.04592662255169197,-0.0027576404405236206,-0.060147444522774436,0.04931721212328367,-0.0454983507086141,0.12427416969164284,-0.11768124376473481,-0.029415570103085088,6
16,-0.02376321902787833,-0.09482957037496574,0.051317115934662365,0.04722836385355154,0.002166314238928959,0.004704517846472309,-0.1165232881912581,0.15043363630565185,0.2605250540962785,0.10523287703743658,8
17,0.039634530548203616,-0.12067439018644736,0.03186358872362448,-0.012482771049569427,0.07616244347311539,0.03953985511632853,-0.07770453530502841,-0.21989193282853764,0.13599863039046176,0.1582937144217348,17
18,0.09882829408323013,0.11128942569294605,0.29570808578999463,-0.20490844266641897,-0.15185267107504885,0.29277726871713544,0.1050173661851923,-0.04797327062936373,0.06307897253067374,-0.05657400621965218,7
19,0.09951793226770851,0.1115946825888702,0.2964077735821708,-0.20558300352202327,-0.1523454190778649,0.2938562580937434,0.10550365630903522,-0.048051026233594196,0.06337493334310143,-0.056804700692803994,7
20,0.09951793226770851,0.1115946825888702,0.2964077735821708,-0.20558300352202327,-0.1523454190778649,0.2938562580937434,0.10550365630903522,-0.048051026233594196,0.06337493334310143,-0.056804700692804,7
21,0.09951793226770851,0.1115946825888702,0.2964077735821708,-0.20558300352202327,-0.1523454190778649,0.2938562580937434,0.10550365630903522,-0.048051026233594196,0.06337493334310143,-0.056804700692804,7
22,0.09951793226770851,0.1115946825888702,0.2964077735821708,-0.20558300352202327,-0.1523454190778649,0.2938562580937434,0.10550365630903522,-0.048051026233594196,0.06337493334310143,-0.056804700692804,7
23,0.0989426051158951,0.11137463150098,0.2958289529825011,-0.20500385098637813,-0.15194309355727773,0.2929546797125416,0.1051753273168173,-0.04794449935131464,0.0631560126783107,-0.056570264449102056,7
24,0.09951793226770851,0.1115946825888702,0.2964077735821708,-0.20558300352202327,-0.1523454190778649,0.2938562580937434,0.10550365630903522,-0.048051026233594196,0.06337493334310143,-0.056804700692804,7
25,0.09951793226770851,0.1115946825888702,0.2964077735821708,-0.20558300352202327,-0.1523454190778649,0.2938562580937434,0.10550365630903522,-0.048051026233594196,0.06337493334310143,-0.056804700692804,7
26,0.09951793226770851,0.1115946825888702,0.2964077735821708,-0.20558300352202327,-0.1523454190778649,0.2938562580937434,0.10550365630903522,-0.048051026233594196,0.06337493334310143,-0.056804700692804,7
27,0.09951793226770851,0.1115946825888702,0.2964077735821708,-0.20558300352202327,-0.1523454190778649,0.2938562580937434,0.10550365630903522,-0.048051026233594196,0.06337493334310143,-0.056804700692804,7
28,0.09951793226770851,0.1115946825888702,0.2964077735821708,-0.20558300352202327,-0.1523454190778649,0.2938562580937434,0.10550365630903522,-0.048051026233594196,0.06337493334310143,-0.056804700692804,7
29,0.0989426051158951,0.11137463150098,0.2958289529825011,-0.20500385098637813,-0.15194309355727773,0.2929546797125416,0.1051753273168173,-0.04794449935131464,0.0631560126783107,-0.056570264449102056,7
30,0.09951793226770851,0.1115946825888702,0.2964077735821708,-0.20558300352202327,-0.1523454190778649,0.2938562580937434,0.10550365630903522,-0.048051026233594196,0.06337493334310143,-0.056804700692804,7
31,0.09951793226770851,0.1115946825888702,0.2964077735821708,-0.20558300352202327,-0.1523454190778649,0.2938562580937434,0.10550365630903522,-0.048051026233594196,0.06337493334310143,-0.056804700692804,7
32,0.09951793226770851,0.1115946825888702,0.2964077735821708,-0.20558300352202327,-0.1523454190778649,0.2938562580937434,0.10550365630903522,-0.048051026233594196,0.06337493334310143,-0.056804700692804,7
